event_id_x,timestamp,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,user_id,device_id,ip,account_id,event_id_y,src_ip,dst_ip,protocol,flow_duration,tls_version,cipher_suite,bytes_sent,bytes_received,label,event_type,isFraud
TX-fc60b86a,2026-01-01 13:32:00,CASH_OUT,704.83,U00039,29884.33,29179.5,U91968,U00039,DEV-3027459e,54.78.38.90,ACC-000020,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-cfd61481,2026-01-01 13:43:00,PAYMENT,272.02,U00050,28814.16,28542.14,U34817,U00050,DEV-2e7432d6,90.211.23.113,ACC-000134,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-ce143a6e,2026-01-01 13:52:00,PAYMENT,1026.22,U00104,3611.24,2585.0199999999995,U64668,U00104,DEV-73baa7f0,122.197.173.95,ACC-000266,NET-622431eb,122.197.173.95,10.0.0.1,UDP,13330.0,None,None,3149.0,817.0,BENIGN,network_log,0
TX-ea8f6b77,2026-01-01 13:53:00,TRANSFER,1156.48,U00064,18778.04,17621.56,U57775,U00064,DEV-73baa7f0,165.224.17.64,ACC-000115,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-a17103c6,2026-01-01 13:56:00,CASH_OUT,939.86,U00015,44285.56,43345.7,U78103,U00015,DEV-9df35cea,33.194.49.183,ACC-000193,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-6ed00a1a,2026-01-01 13:57:00,DEBIT,985.27,U00176,5418.5,6403.77,U65846,U00176,DEV-6d95674a,91.50.171.74,ACC-000161,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-892e9e3b,2026-01-01 14:01:00,CASH_IN,752.25,U00187,13535.6,14287.85,U81587,U00187,DEV-468e5088,143.226.59.105,ACC-000121,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-06451fe1,2026-01-01 14:04:00,TRANSFER,466.86,U00159,41234.0,40767.14,U19766,U00159,DEV-7021398d,55.201.65.114,ACC-000061,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-48a81474,2026-01-01 14:08:00,DEBIT,1391.99,U00065,14941.4,16333.39,U31001,U00065,DEV-3dbbc551,126.154.101.196,ACC-000154,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-e693edf7,2026-01-01 14:10:00,CASH_OUT,309.0,U00144,23249.94,22940.94,U87554,U00144,DEV-9df35cea,170.20.158.225,ACC-000155,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-f7d1a64c,2026-01-01 14:13:00,CASH_IN,1479.77,U00103,18524.22,20003.99,U81943,U00103,DEV-506efb75,138.80.29.41,ACC-000065,NET-8407a8c7,138.80.29.41,10.0.0.1,UDP,1269.0,None,None,3589.0,4144.0,BENIGN,network_log,0
TX-85ef4d08,2026-01-01 14:16:00,PAYMENT,589.08,U00069,43227.69,42638.61,U12500,U00069,DEV-02e00014,111.191.120.197,ACC-000339,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-eae740bf,2026-01-01 14:18:00,CASH_OUT,1130.0,U00101,37616.93,36486.93,U56640,U00101,DEV-a5b0d5f0,84.58.207.10,ACC-000256,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-c1a537c5,2026-01-01 14:18:00,CASH_IN,978.53,U00112,31441.19,32419.719999999998,U29840,U00112,DEV-7004d754,95.193.233.164,ACC-000179,NET-af31501c,95.193.233.164,10.0.0.1,HTTP,11221.0,None,None,1895.0,2140.0,BENIGN,network_log,0
TX-34507f3e,2026-01-01 14:25:00,DEBIT,1368.16,U00165,11266.12,12634.28,U89736,U00165,DEV-870d051b,33.194.49.183,ACC-000088,NET-912aaeb8,33.194.49.183,10.0.0.1,TCP,106.0,TLSv1.3,None,4350.0,1103.0,BENIGN,network_log,0
TX-48df9712,2026-01-01 14:29:00,CASH_OUT,1091.68,U00147,18890.13,17798.45,U65982,U00147,DEV-38befe1f,172.235.78.222,ACC-000052,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-34c7cfd0,2026-01-01 14:40:00,CASH_OUT,630.29,U00038,15660.84,15030.55,U34598,U00038,DEV-c7546d05,66.229.142.3,ACC-000240,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-1c6c1e6c,2026-01-01 14:53:00,DEBIT,582.04,U00109,17046.86,17628.9,U98575,U00109,DEV-d7a0a3d1,113.151.65.98,ACC-000317,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-a564e0bd,2026-01-01 15:00:00,CASH_IN,461.11,U00165,2227.33,2688.44,U56494,U00165,DEV-2b2e2b12,28.197.230.143,ACC-000333,NET-770d2f82,28.197.230.143,10.0.0.1,UDP,11438.0,None,None,731.0,1737.0,BENIGN,network_log,0
TX-9988a761,2026-01-01 15:14:00,DEBIT,984.6,U00194,11423.62,12408.220000000001,U37508,U00194,DEV-a67373b6,105.220.74.125,ACC-000076,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-c20684fc,2026-01-01 15:16:00,PAYMENT,484.41,U00197,28503.14,28018.73,U51820,U00197,DEV-d8e3b333,76.104.160.122,ACC-000185,NET-e8916036,76.104.160.122,10.0.0.1,TCP,4473.0,TLSv1.2,TLS_AES_256_GCM_SHA384,2258.0,4953.0,BENIGN,network_log,0
TX-accfeb07,2026-01-01 15:19:00,CASH_IN,1348.22,U00189,19984.71,21332.93,U22955,U00189,DEV-96226acd,49.191.82.0,ACC-000103,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-d8f00d14,2026-01-01 15:20:00,TRANSFER,485.35,U00147,678.27,192.91999999999996,U95697,U00147,DEV-5b3468df,159.157.13.242,ACC-000259,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-2eab8f28,2026-01-01 15:25:00,CASH_OUT,517.49,U00088,42732.36,42214.87,U75401,U00088,DEV-bfb1f759,54.235.175.181,ACC-000227,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-7964413b,2026-01-01 15:28:00,PAYMENT,1361.25,U00146,47477.36,46116.11,U77070,U00146,DEV-2f8bf2bb,55.138.247.238,ACC-000342,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-345c21de,2026-01-01 15:29:00,CASH_IN,168.64,U00097,10075.13,10243.769999999999,U31094,U00097,DEV-fdd80c1d,134.246.109.205,ACC-000074,NET-dcb64ccc,134.246.109.205,10.0.0.1,UDP,10133.0,None,None,1923.0,4331.0,BENIGN,network_log,0
TX-ae252712,2026-01-01 15:34:00,TRANSFER,1035.71,U00085,13267.97,12232.259999999998,U47178,U00085,DEV-606df93a,116.241.111.126,ACC-000241,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-9130a20b,2026-01-01 15:52:00,TRANSFER,1345.79,U00037,39621.64,38275.85,U98335,U00037,DEV-5b2ae364,41.233.68.237,ACC-000255,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-81a4b9e2,2026-01-01 15:54:00,TRANSFER,955.6,U00060,684.45,-271.15,U73016,U00060,DEV-a67373b6,54.78.38.90,ACC-000082,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-80d1cd51,2026-01-01 16:04:00,CASH_OUT,1346.81,U00023,48439.65,47092.840000000004,U70874,U00023,DEV-3f405068,188.237.25.127,ACC-000214,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-373026c6,2026-01-01 16:15:00,DEBIT,71.02,U00072,24469.49,24540.510000000002,U10667,U00072,DEV-bf3cd8ac,128.127.38.226,ACC-000303,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-c2fd0eeb,2026-01-01 16:20:00,TRANSFER,973.2,U00000,45082.11,44108.91,U98172,U00000,DEV-b4a6e78a,139.13.101.214,ACC-000311,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-79e6bc9b,2026-01-01 16:25:00,CASH_OUT,1346.02,U00128,32480.69,31134.67,U69768,U00128,DEV-469594e5,29.57.31.103,ACC-000063,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-7b648495,2026-01-01 16:27:00,CASH_IN,211.28,U00077,10819.66,11030.94,U51275,U00077,DEV-2c65451b,182.194.162.249,ACC-000003,NET-583eb09e,182.194.162.249,10.0.0.1,UDP,804.0,None,None,370.0,1655.0,BENIGN,network_log,0
TX-891cc529,2026-01-01 16:28:00,TRANSFER,1356.46,U00064,35673.22,34316.76,U58702,U00064,DEV-f837c62d,91.245.178.140,ACC-000249,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-8e008ee5,2026-01-01 16:28:00,PAYMENT,515.53,U00086,5997.54,5482.01,U95701,U00086,DEV-3efcfe72,192.227.44.163,ACC-000369,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-58f606b3,2026-01-01 16:42:00,DEBIT,1094.06,U00095,22668.29,23762.350000000002,U85743,U00095,DEV-f97f4f15,60.75.12.23,ACC-000390,NET-d33c9fcc,60.75.12.23,10.0.0.1,UDP,3650.0,None,None,2951.0,491.0,BENIGN,network_log,0
TX-f508b0d3,2026-01-01 16:44:00,CASH_IN,1023.27,U00074,8448.51,9471.78,U29212,U00074,DEV-9a6b5c57,24.232.67.212,ACC-000116,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-524cb58c,2026-01-01 16:47:00,CASH_OUT,252.64,U00014,43928.03,43675.39,U27759,U00014,DEV-d8bcdc7d,179.244.192.160,ACC-000074,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-b45b296e,2026-01-01 16:50:00,DEBIT,561.31,U00063,45516.29,46077.6,U50964,U00063,DEV-82ace667,183.80.37.226,ACC-000107,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-027dd4c5,2026-01-01 17:05:00,CASH_OUT,1421.41,U00055,43378.39,41956.979999999996,U32356,U00055,DEV-40acfe31,61.138.139.70,ACC-000229,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-29a93f19,2026-01-01 17:11:00,DEBIT,868.84,U00141,44468.12,45336.96,U25327,U00141,DEV-7c21ade9,142.78.155.84,ACC-000032,NET-7777d664,142.78.155.84,10.0.0.1,HTTP,7809.0,TLSv1.1,TLS_AES_128_GCM_SHA256,4010.0,2333.0,BENIGN,network_log,0
TX-7204420e,2026-01-01 17:26:00,CASH_IN,722.2,U00084,17103.88,17826.08,U33260,U00084,DEV-43043a34,161.13.42.219,ACC-000314,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-15c10085,2026-01-01 17:29:00,TRANSFER,1185.22,U00055,4155.62,2970.3999999999996,U42339,U00055,DEV-eed2d867,25.70.106.166,ACC-000326,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-cb9602cd,2026-01-01 17:30:00,PAYMENT,1116.55,U00138,36820.08,35703.53,U61265,U00138,DEV-bfb1f759,90.223.59.197,ACC-000309,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-50965992,2026-01-01 17:39:00,TRANSFER,1320.37,U00193,36140.25,34819.88,U79248,U00193,DEV-7efda58a,173.234.32.56,ACC-000367,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-90e81809,2026-01-01 17:40:00,CASH_IN,730.08,U00112,49918.79,50648.87,U35197,U00112,DEV-dfbc921a,45.118.34.77,ACC-000212,NET-84720397,45.118.34.77,10.0.0.1,UDP,1582.0,None,None,2613.0,1453.0,BENIGN,network_log,0
TX-db64045b,2026-01-01 17:51:00,PAYMENT,49.27,U00050,34128.87,34079.600000000006,U12371,U00050,DEV-f02a9140,26.234.18.150,ACC-000273,NET-8c3e67da,26.234.18.150,10.0.0.1,TCP,12774.0,None,None,799.0,1850.0,BENIGN,network_log,0
TX-b3e2f183,2026-01-01 17:55:00,CASH_OUT,1379.48,U00130,7820.27,6440.790000000001,U14946,U00130,DEV-ff707961,23.50.223.118,ACC-000284,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-e2493689,2026-01-01 17:58:00,TRANSFER,1160.43,U00017,47864.29,46703.86,U57347,U00017,DEV-468e5088,157.219.207.213,ACC-000358,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-e28da193,2026-01-01 18:01:00,TRANSFER,1254.07,U00133,28977.36,27723.29,U95951,U00133,DEV-21fdab87,166.44.33.158,ACC-000330,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-fe48c3c7,2026-01-01 18:02:00,TRANSFER,1458.78,U00072,36382.64,34923.86,U40514,U00072,DEV-1f04f806,110.234.123.110,ACC-000137,NET-94a6de91,110.234.123.110,10.0.0.1,TCP,6396.0,TLSv1.1,TLS_AES_256_GCM_SHA384,2883.0,626.0,BENIGN,network_log,0
TX-f4670c9f,2026-01-01 18:07:00,TRANSFER,74.29,U00146,31514.07,31439.78,U15136,U00146,DEV-9e5c0a48,81.215.129.41,ACC-000303,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-27546aff,2026-01-01 18:12:00,DEBIT,1405.5,U00172,48517.82,49923.32,U36009,U00172,DEV-702743e3,77.202.67.153,ACC-000273,NET-20e48f76,77.202.67.153,10.0.0.1,UDP,3335.0,None,None,724.0,2161.0,BENIGN,network_log,0
TX-f046d8c8,2026-01-01 18:14:00,TRANSFER,967.94,U00042,33234.02,32266.079999999998,U22120,U00042,DEV-baa82374,51.92.84.224,ACC-000398,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-3a197c92,2026-01-01 18:16:00,TRANSFER,1211.28,U00027,18732.08,17520.800000000003,U30185,U00027,DEV-36b2d35e,166.50.106.108,ACC-000124,NET-f607ae14,166.50.106.108,10.0.0.1,UDP,11100.0,None,None,4292.0,288.0,BENIGN,network_log,0
TX-12daab11,2026-01-01 18:18:00,CASH_IN,925.54,U00174,46900.73,47826.270000000004,U94012,U00174,DEV-f511c0a2,183.44.216.16,ACC-000286,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-bd55a925,2026-01-01 18:28:00,CASH_IN,1196.14,U00122,8145.03,9341.17,U99440,U00122,DEV-8cda666a,163.159.180.53,ACC-000300,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-d51ef134,2026-01-01 18:30:00,DEBIT,165.43,U00143,15364.29,15529.720000000001,U47643,U00143,DEV-c17a31ec,36.40.167.151,ACC-000247,NET-bf26d9c6,36.40.167.151,10.0.0.1,TCP,11684.0,TLSv1.1,TLS_RSA_WITH_AES_128_CBC_SHA,4821.0,2847.0,BENIGN,network_log,0
TX-c13e4360,2026-01-01 18:31:00,TRANSFER,816.9,U00162,172.96,-643.9399999999999,U96154,U00162,DEV-4b2a5cd7,103.190.144.198,ACC-000355,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-0c729a55,2026-01-01 18:33:00,CASH_IN,1197.86,U00085,23731.47,24929.33,U54669,U00085,DEV-b5680c8a,60.75.12.23,ACC-000128,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-0fe11912,2026-01-01 18:36:00,PAYMENT,134.61,U00042,4145.05,4010.44,U34958,U00042,DEV-9385e93a,31.124.86.194,ACC-000387,NET-ae70c1d1,31.124.86.194,10.0.0.1,TCP,10065.0,TLSv1.3,TLS_RSA_WITH_AES_128_CBC_SHA,4920.0,4558.0,BENIGN,network_log,0
TX-e1396004,2026-01-01 18:47:00,DEBIT,1159.1,U00114,5536.53,6695.629999999999,U50712,U00114,DEV-f7a2d059,24.4.87.42,ACC-000189,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-9ce11f7d,2026-01-01 18:54:00,DEBIT,113.38,U00062,27886.97,28000.350000000002,U28790,U00062,DEV-f5369da5,105.66.30.168,ACC-000308,NET-091d1035,105.66.30.168,10.0.0.1,TCP,1968.0,None,None,3422.0,2258.0,BENIGN,network_log,0
TX-18d622fa,2026-01-01 18:55:00,CASH_IN,365.34,U00099,25034.24,25399.58,U68891,U00099,DEV-02ddc827,62.154.108.70,ACC-000032,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-1a5b7cfc,2026-01-01 18:56:00,DEBIT,1302.62,U00189,22395.94,23698.559999999998,U62321,U00189,DEV-e21a0062,115.239.27.50,ACC-000106,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-2df0bb0b,2026-01-01 19:00:00,TRANSFER,1485.25,U00013,30751.13,29265.88,U72824,U00013,DEV-bf3cd8ac,91.50.171.74,ACC-000216,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-aaf10b25,2026-01-01 19:03:00,TRANSFER,1482.72,U00080,39755.01,38272.29,U76062,U00080,DEV-b1ab9a2a,180.162.226.218,ACC-000194,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-b90eea7f,2026-01-01 19:05:00,DEBIT,780.65,U00150,713.2,1493.85,U18853,U00150,DEV-8bc598a4,113.0.155.146,ACC-000098,NET-aad11e9f,113.0.155.146,10.0.0.1,UDP,8209.0,None,None,2858.0,3387.0,BENIGN,network_log,0
TX-297a604a,2026-01-01 19:05:00,CASH_OUT,1025.16,U00174,29557.89,28532.73,U23902,U00174,DEV-46abac4f,109.240.22.198,ACC-000062,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-60790579,2026-01-01 19:12:00,CASH_IN,217.55,U00104,47085.85,47303.4,U89504,U00104,DEV-b713ad13,124.8.47.150,ACC-000099,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-2f3397d1,2026-01-01 19:20:00,CASH_OUT,577.05,U00109,17628.34,17051.29,U96670,U00109,DEV-6241914f,166.44.33.158,ACC-000176,NET-9f18df03,166.44.33.158,10.0.0.1,UDP,10160.0,None,None,1226.0,658.0,BENIGN,network_log,0
TX-cb820442,2026-01-01 19:20:00,PAYMENT,1471.25,U00146,9707.98,8236.73,U30572,U00146,DEV-e961cb83,138.113.22.154,ACC-000010,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-36b8da13,2026-01-01 19:28:00,DEBIT,183.24,U00017,33877.96,34061.2,U40137,U00017,DEV-10b35a21,29.240.135.173,ACC-000195,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-ea8e00f7,2026-01-01 19:29:00,CASH_OUT,151.67,U00139,34248.87,34097.200000000004,U90636,U00139,DEV-ddc8ced0,137.8.123.73,ACC-000042,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-2bd052cb,2026-01-01 19:42:00,CASH_IN,630.42,U00016,44839.13,45469.549999999996,U18563,U00016,DEV-5624707d,38.169.83.234,ACC-000240,NET-98a22be0,38.169.83.234,10.0.0.1,HTTP,2741.0,TLSv1.2,TLS_RSA_WITH_AES_128_CBC_SHA,3066.0,2967.0,BENIGN,network_log,0
TX-a4ed54eb,2026-01-01 19:51:00,PAYMENT,341.31,U00177,15440.67,15099.36,U37504,U00177,DEV-2f151d90,93.28.150.183,ACC-000072,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-644c6a36,2026-01-01 20:00:00,CASH_OUT,97.3,U00120,49980.33,49883.03,U30922,U00120,DEV-aecc25d7,13.149.211.198,ACC-000271,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-36835971,2026-01-01 20:02:00,TRANSFER,722.84,U00057,21768.98,21046.14,U61206,U00057,DEV-b6006b63,182.217.194.117,ACC-000000,NET-0e44b7ef,182.217.194.117,10.0.0.1,UDP,6700.0,None,None,207.0,4751.0,BENIGN,network_log,0
TX-c3d27cdf,2026-01-01 20:10:00,CASH_IN,1208.83,U00037,27270.57,28479.4,U29216,U00037,DEV-6af47d2e,99.13.212.27,ACC-000207,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-03052d56,2026-01-01 20:13:00,CASH_OUT,217.04,U00032,25040.03,24822.989999999998,U96356,U00032,DEV-18459594,98.135.22.235,ACC-000156,NET-32b56e81,98.135.22.235,10.0.0.1,HTTP,3811.0,TLSv1.3,TLS_RSA_WITH_AES_128_CBC_SHA,4699.0,4299.0,BENIGN,network_log,0
TX-18148062,2026-01-01 20:14:00,TRANSFER,554.21,U00020,28502.24,27948.030000000002,U64590,U00020,DEV-d9316116,190.35.23.116,ACC-000125,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-1a287e89,2026-01-01 20:17:00,DEBIT,270.13,U00028,22816.7,23086.83,U85992,U00028,DEV-0e95cd2e,98.153.217.128,ACC-000044,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-48ac142c,2026-01-01 20:17:00,CASH_IN,67.77,U00137,5477.97,5545.740000000001,U99526,U00137,DEV-b276ab69,157.108.79.246,ACC-000061,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-ded0017d,2026-01-01 20:20:00,PAYMENT,1456.06,U00102,6998.21,5542.15,U25760,U00102,DEV-4be1839a,160.111.245.106,ACC-000133,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-edc901b9,2026-01-01 20:21:00,CASH_OUT,1407.02,U00030,43967.38,42560.36,U74469,U00030,DEV-ddc8ced0,166.207.218.167,ACC-000157,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-3e3886d9,2026-01-01 20:25:00,TRANSFER,445.21,U00070,8493.63,8048.419999999999,U69942,U00070,DEV-caff515e,181.62.210.181,ACC-000115,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-f09e140e,2026-01-01 20:34:00,CASH_OUT,590.44,U00127,39207.87,38617.43,U52412,U00127,DEV-02e00014,104.190.227.39,ACC-000237,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-7ff395a3,2026-01-01 20:42:00,DEBIT,212.62,U00087,38021.6,38234.22,U42594,U00087,DEV-9385e93a,86.73.237.29,ACC-000338,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-20d4e64f,2026-01-01 20:48:00,DEBIT,1149.16,U00003,37144.1,38293.26,U36585,U00003,DEV-20738ca6,182.194.162.249,ACC-000138,NET-48b7904e,182.194.162.249,10.0.0.1,TCP,8928.0,TLSv1.3,TLS_RSA_WITH_AES_128_CBC_SHA,2805.0,2985.0,BENIGN,network_log,0
TX-00de4b72,2026-01-01 20:50:00,TRANSFER,97.39,U00004,47833.79,47736.4,U83980,U00004,DEV-6a1ae44f,192.227.44.163,ACC-000315,NET-c15721e7,192.227.44.163,10.0.0.1,UDP,1765.0,None,None,448.0,4141.0,BENIGN,network_log,0
TX-dd3e63a6,2026-01-01 21:02:00,CASH_OUT,1476.27,U00037,37662.79,36186.520000000004,U64125,U00037,DEV-3027459e,104.113.112.68,ACC-000304,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-fb05bd03,2026-01-01 21:09:00,CASH_OUT,660.07,U00179,4453.42,3793.35,U97123,U00179,DEV-c7546d05,168.41.214.161,ACC-000216,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
TX-02721443,2026-01-01 21:18:00,DEBIT,45.66,U00042,43357.31,43402.97,U60870,U00042,DEV-20a57323,73.235.177.79,ACC-000037,NET-48b61eed,73.235.177.79,10.0.0.1,UDP,2834.0,None,None,1635.0,366.0,BENIGN,network_log,0
TX-ad19a80c,2026-01-01 21:33:00,PAYMENT,460.05,U00067,45978.38,45518.329999999994,U99368,U00067,DEV-f4f37283,45.77.118.196,ACC-000233,,,,,,Unknown,Unknown,0.0,0.0,Unknown,,0
